#Ind	Tok	NER	COMP	COREF	CLINK	REL	WIKI	MCBD
# 3-SPSP187205180201
215	行	O	O	O	_	_	_	_
216	，	O	O	O	_	_	_	_
217	如	O	O	O	_	_	_	_
218	有	O	O	O	_	_	_	_
219	困	O	O	O	_	_	_	_
220	難	O	O	O	_	_	_	_
221	再	O	O	O	_	_	_	_
222	予	O	O	O	_	_	_	_
223	補	O	O	O	_	_	_	_
224	救	O	O	O	_	_	_	_
225	。	O	O	O	_	_	_	_
227	中	O	O	O	_	_	_	_
228	菜	O	O	O	_	_	_	_
229	每	O	O	O	_	_	_	_
230	席	O	O	O	_	_	_	_
231	六	O	O	O	_	_	_	_
232	菜	O	O	O	_	_	_	_
233	一	O	O	O	_	_	_	_
234	湯	O	O	O	_	_	_	_
235	，	O	O	O	_	_	_	_
236	西	O	O	O	_	_	_	_
237	菜	O	O	O	_	_	_	_
238	每	O	O	O	_	_	_	_
239	客	O	O	O	_	_	_	_
240	二	O	O	O	_	_	_	_
241	菜	O	O	O	_	_	_	_
242	一	O	O	O	_	_	_	_
243	湯	O	O	O	_	_	_	_
244	，	O	O	O	_	_	_	_
245	自	O	O	O	_	_	_	_
246	十	B-time.abs.month	O	O	_	_	_	_
247	月	I-time.abs.month	O	O	_	_	_	_
248	二	B-time.date.day	O	O	_	_	_	_
249	十	I-time.date.day	O	O	_	_	_	_
250	日	I-time.date.day	O	O	_	_	_	_
251	起	O	O	O	_	_	_	_
252	實	O	O	O	_	_	_	_
253	行	O	O	O	_	_	_	_
254	。	O	O	O	_	_	_	_
255	價	O	O	O	_	_	_	_
256	格	O	O	O	_	_	_	_
257	標	O	O	O	_	_	_	_
258	準	O	O	O	_	_	_	_
259	由	O	O	O	_	_	_	_
260	各	O	O	O	_	_	_	_
261	該	O	O	O	_	_	_	_
262	同	O	O	O	_	_	_	_
263	業	O	O	O	_	_	_	_
264	公	O	O	O	_	_	_	_
265	會	O	O	O	_	_	_	_
266	自	O	O	O	_	_	_	_
268	行	O	O	O	_	_	_	_
269	議	O	O	O	_	_	_	_
270	訂	O	O	O	_	_	_	_
271	，	O	O	O	_	_	_	_
272	呈	O	O	O	_	_	_	_
273	請	O	O	O	_	_	_	_
274	社	B-org.adm	O	O	_	_	_	315207
275	會	I-org.adm	O	O	_	_	_	_
276	局	I-org.adm	O	O	_	_	_	_
277	備	O	O	O	_	_	_	_
278	案	O	O	O	_	_	_	_
279	。	O	O	O	_	_	_	_
280	國	O	O	O	_	_	_	_
281	產	O	O	O	_	_	_	_
282	仿	O	O	O	_	_	_	_
283	製	O	O	O	_	_	_	_
284	洋	O	O	O	_	_	_	_
285	酒	O	O	O	_	_	_	_
286	，	O	O	O	_	_	_	_
287	不	O	O	O	_	_	_	_
288	在	O	O	O	_	_	_	_
289	禁	O	O	O	_	_	_	_
290	用	O	O	O	_	_	_	_
291	之	O	O	O	_	_	_	_
292	列	O	O	O	_	_	_	_
293	。	O	O	O	_	_	_	_
295	雜	O	O	O	_	_	_	_
296	誌	O	O	O	_	_	_	_
297	紙	O	O	O	_	_	_	_
298	張	O	O	O	_	_	_	_
299	節	O	O	O	_	_	_	_
300	約	O	O	O	_	_	_	_
301	，	O	O	O	_	_	_	_
302	自	O	O	O	_	_	_	_
303	十	B-time.abs.month	O	O	_	_	_	_
304	一	I-time.abs.month	O	O	_	_	_	_
305	月	I-time.abs.month	O	O	_	_	_	_
306	一	B-time.date.day	O	O	_	_	_	_
307	日	I-time.date.day	O	O	_	_	_	_
308	起	O	O	O	_	_	_	_
309	實	O	O	O	_	_	_	_
310	行	O	O	O	_	_	_	_
311	，	O	O	O	_	_	_	_
312	日	O	O	O	_	_	_	_
313	報	O	O	O	_	_	_	_
314	維	O	O	O	_	_	_	_
315	持	O	O	O	_	_	_	_
316	原	O	O	O	_	_	_	_
317	狀	O	O	O	_	_	_	_
318	。	O	O	O	_	_	_	_
320	通	O	O	O	_	_	_	_
321	過	O	O	O	_	_	_	_
322	上	B-loc.adm.town	O	O	_	_	Q8686	191730
323	海	I-loc.adm.town	O	O	_	_	_	_
324	市	I-loc.adm.town	O	O	_	_	_	_
325	厲	O	O	O	_	_	_	_
326	行	O	O	O	_	_	_	_
327	節	O	O	O	_	_	_	_
328	約	O	O	O	_	_	_	_
329	消	O	O	O	_	_	_	_
330	費	O	O	O	_	_	_	_
331	撿	O	O	O	_	_	_	_
332	查	O	O	O	_	_	_	_
333	實	O	O	O	_	_	_	_
334	施	O	O	O	_	_	_	_
335	辦	O	O	O	_	_	_	_
336	法	O	O	O	_	_	_	_
337	及	O	O	O	_	_	_	_
338	節	O	O	O	_	_	_	_
339	約	O	O	O	_	_	_	_
340	報	O	O	O	_	_	_	_
341	查	O	O	O	_	_	_	_
342	四	O	O	O	_	_	_	_
343	組	O	O	O	_	_	_	_
344	名	O	O	O	_	_	_	_
345	單	O	O	O	_	_	_	_
346	草	O	O	O	_	_	_	_
347	案	O	O	O	_	_	_	_
348	，	O	O	O	_	_	_	_
349	由	O	O	O	_	_	_	_
350	各	O	O	O	_	_	_	_
351	該	O	O	O	_	_	_	_
352	組	O	O	O	_	_	_	_
353	擬	O	O	O	_	_	_	_
354	具	O	O	O	_	_	_	_
355	實	O	O	O	_	_	_	_
356	施	O	O	O	_	_	_	_
357	細	O	O	O	_	_	_	_
358	則	O	O	O	_	_	_	_
359	，	O	O	O	_	_	_	_
361	提	O	O	O	_	_	_	_
362	大	O	O	O	_	_	_	_
363	會	O	O	O	_	_	_	_
364	通	O	O	O	_	_	_	_
365	過	O	O	O	_	_	_	_
366	施	O	O	O	_	_	_	_
367	行	O	O	O	_	_	_	_
368	。	O	O	O	_	_	_	_

# <zipfile.ZipFile filename='annotator/hipe-zh-grp2_project_2023-08-30_1353/curation/6-SPSP194702150124
0	參	B-org.ent	B-comp.name	O	_	[46, 65]	_	_
1	政	I-org.ent	I-comp.name	O	_	_	_	_
2	會	I-org.ent	I-comp.name	O	_	_	_	_
3	駐	I-org.ent	B-comp.lev	O	_	_	_	_
4	委	I-org.ent	I-comp.lev	O	_	_	_	_
5	會	I-org.ent	I-comp.lev	O	_	_	_	_
6	，	O	O	O	_	_	_	_
7	十	B-time.date.day	O	O	_	_	_	_
8	四	I-time.date.day	O	O	_	_	_	_
9	日	I-time.date.day	O	O	_	_	_	_
10	上	O	O	O	_	_	_	_
11	午	O	O	O	_	_	_	_
12	九	O	O	O	_	_	_	_
13	時	O	O	O	_	_	_	_
14	例	O	O	O	_	_	_	_
15	會	O	O	O	_	_	_	_
16	，	O	O	O	_	_	_	_
17	到	O	O	O	_	_	_	_
18	左	B-pers.ind	B-comp.name	O	_	_	Q11057292	193479
19	舜	I-pers.ind	I-comp.name	O	_	_	_	_
20	生	I-pers.ind	I-comp.name	O	_	_	_	_
21	·	O	O	O	_	_	_	_
22	陳	B-pers.ind	B-comp.name	O	_	_	Q11658326	136938
23	啟	I-pers.ind	I-comp.name	O	_	_	_	_
24	天	I-pers.ind	I-comp.name	O	_	_	_	_
25	·	O	O	O	_	_	_	_
26	吳	B-pers.ind	B-comp.name	O	_	_	Q8039002	_
27	貽	I-pers.ind	I-comp.name	O	_	_	_	_
28	芳	I-pers.ind	I-comp.name	O	_	_	_	_
29	·	O	O	O	_	_	_	_
30	傳	B-pers.ind	B-comp.name	O	_	_	Q5506857	7
31	斯	I-pers.ind	I-comp.name	O	_	_	_	_
32	年	I-pers.ind	I-comp.name	O	_	_	_	_
33	·	O	O	O	_	_	_	_
34	羅	B-pers.ind	B-comp.name	O	_	_	Q97161183	137319
35	衡	I-pers.ind	I-comp.name	O	_	_	_	_
36	等	O	O	O	_	_	_	_
37	二	O	O	O	_	_	_	_
38	十	O	O	O	_	_	_	_
39	餘	O	O	O	_	_	_	_
41	人	O	O	O	_	_	_	_
42	，	O	O	O	_	_	_	_
43	莫	B-pers.ind	B-comp.name	O	_	[46]	Q702881	211
44	德	I-pers.ind	I-comp.name	O	_	_	_	_
45	惠	I-pers.ind	I-comp.name	O	_	_	_	_
46	主	O	B-comp.func	O	_	_	_	_
47	席	O	I-comp.func	O	_	_	_	_
48	·	O	O	O	_	_	_	_
49	兪	B-pers.ind	B-comp.name	O	_	[65]	Q708912	45767
50	鴻	I-pers.ind	I-comp.name	O	_	_	_	_
51	鈞	I-pers.ind	I-comp.name	O	_	_	_	_
52	·	O	O	O	_	_	_	_
53	王	B-pers.ind	B-comp.name	O	_	[65]	Q759889	339
54	雲	I-pers.ind	I-comp.name	O	_	_	_	_
55	五	I-pers.ind	I-comp.name	O	_	_	_	_
56	·	O	O	O	_	_	_	_
57	谷	B-pers.ind	B-comp.name	O	_	[65]	Q11632996	41249
58	正	I-pers.ind	I-comp.name	O	_	_	_	_
59	倫	I-pers.ind	I-comp.name	O	_	_	_	_
60	·	O	O	O	_	_	_	_
61	周	B-pers.ind	B-comp.name	O	_	[65]	Q10921033	524
62	詒	I-pers.ind	I-comp.name	O	_	_	_	_
63	春	I-pers.ind	I-comp.name	O	_	_	_	_
64	等	O	O	O	_	_	_	_
65	列	O	B-comp.func	O	_	_	_	_
66	席	O	I-comp.func	O	_	_	_	_
67	，	O	O	O	_	_	_	_
68	首	O	O	O	_	_	_	_
69	由	O	O	O	_	_	_	_
70	邵	B-pers.ind	B-comp.name	O	_	_	Q8276106	253
71	力	I-pers.ind	I-comp.name	O	_	_	_	_
72	子	I-pers.ind	I-comp.name	O	_	_	_	_
73	宣	O	O	O	_	_	_	_
74	議	O	O	O	_	_	_	_
75	外	O	O	O	_	_	_	_
76	交	O	O	O	_	_	_	_
77	書	O	O	O	_	_	_	_
78	面	O	O	O	_	_	_	_
79	報	O	O	O	_	_	_	_
80	告	O	O	O	_	_	_	_
82	後	O	O	O	_	_	_	_
83	，	O	O	O	_	_	_	_
84	即	O	O	O	_	_	_	_
85	由	O	O	O	_	_	_	_
86	周	B-pers.ind	B-comp.name	O	_	_	Q10921033	524
87	詒	I-pers.ind	I-comp.name	O	_	_	_	_
88	春	I-pers.ind	I-comp.name	O	_	_	_	_
89	報	O	O	O	_	_	_	_
90	告	O	O	O	_	_	_	_
91	最	O	O	O	_	_	_	_
92	近	O	O	O	_	_	_	_
93	農	O	O	O	_	_	_	_
94	林	O	O	O	_	_	_	_
95	。	O	O	O	_	_	_	_
96	行	O	O	O	_	_	_	_
97	政	O	O	O	_	_	_	_
98	設	O	O	O	_	_	_	_
99	施	O	O	O	_	_	_	_
100	情	O	O	O	_	_	_	_
101	形	O	O	O	_	_	_	_
102	，	O	O	O	_	_	_	_
103	據	O	O	O	_	_	_	_
104	稱	O	O	O	_	_	_	_
105	：	O	O	O	_	_	_	_
106	棉	O	O	O	_	_	_	_
107	花	O	O	O	_	_	_	_
108	去	B-time.rel.year	O	O	_	_	_	_
109	年	I-time.rel.year	O	O	_	_	_	_
110	收	O	O	O	_	_	_	_
111	成	O	O	O	_	_	_	_
112	八	O	O	O	_	_	_	_
113	百	O	O	O	_	_	_	_
114	萬	O	O	O	_	_	_	_
115	擔	O	O	O	_	_	_	_
116	，	O	O	O	_	_	_	_
117	預	O	O	O	_	_	_	_
118	計	O	O	O	_	_	_	_
119	今	B-time.rel.year	O	O	_	_	_	_
120	年	I-time.rel.year	O	O	_	_	_	_
121	應	O	O	O	_	_	_	_
123	收	O	O	O	_	_	_	_
124	一	O	O	O	_	_	_	_
125	千	O	O	O	_	_	_	_
126	二	O	O	O	_	_	_	_
127	百	O	O	O	_	_	_	_
128	萬	O	O	O	_	_	_	_
129	擔	O	O	O	_	_	_	_
130	。	O	O	O	_	_	_	_
131	烟	O	O	O	_	_	_	_
132	之	O	O	O	_	_	_	_
133	用	O	O	O	_	_	_	_
134	地	O	O	O	_	_	_	_
135	，	O	O	O	_	_	_	_
136	多	O	O	O	_	_	_	_
137	在	O	O	O	_	_	_	_
138	豫	B-loc.adm.reg	O	O	_	_	Q43684	_
139	·	O	O	O	_	_	_	_
140	皖	B-loc.adm.reg	O	O	_	_	Q40956	_
141	·	O	O	O	_	_	_	_
142	魯	B-loc.adm.reg	O	O	_	_	Q43407	_
143	區	O	O	O	_	_	_	_
144	，	O	O	O	_	_	_	_
145	刻	O	O	O	_	_	_	_
146	正	O	O	O	_	_	_	_
147	在	O	O	O	_	_	_	_
148	計	O	O	O	_	_	_	_
149	劃	O	O	O	_	_	_	_
150	中	O	O	O	_	_	_	_
151	。	O	O	O	_	_	_	_
152	絲	O	O	O	_	_	_	_
153	經	O	O	O	_	_	_	_
154	日	B-loc.adm.nat	O	O	_	_	Q17	_
155	人	O	O	O	_	_	_	_
156	摧	O	O	O	_	_	_	_
157	殘	O	O	O	_	_	_	_
158	甚	O	O	O	_	_	_	_
159	厲	O	O	O	_	_	_	_
160	，	O	O	O	_	_	_	_
161	現	O	O	O	_	_	_	_
162	亦	O	O	O	_	_	_	_
164	在	O	O	O	_	_	_	_
165	設	O	O	O	_	_	_	_
166	法	O	O	O	_	_	_	_
167	予	O	O	O	_	_	_	_
168	以	O	O	O	_	_	_	_
169	改	O	O	O	_	_	_	_
170	良	O	O	O	_	_	_	_
171	。	O	O	O	_	_	_	_
172	茶	O	O	O	_	_	_	_
173	以	O	O	O	_	_	_	_
174	台	B-loc.adm.reg	O	O	_	_	Q32081	_
175	灣	I-loc.adm.reg	O	O	_	_	_	_
176	出	O	O	O	_	_	_	_
177	產	O	O	O	_	_	_	_
178	最	O	O	O	_	_	_	_
179	多	O	O	O	_	_	_	_
180	，	O	O	O	_	_	_	_
181	今	O	O	O	_	_	_	_
182	後	O	O	O	_	_	_	_
183	在	O	O	O	_	_	_	_
184	國	O	O	O	_	_	_	_
185	內	O	O	O	_	_	_	_
186	當	O	O	O	_	_	_	_
187	注	O	O	O	_	_	_	_
188	重	O	O	O	_	_	_	_
189	祁	B-loc.adm.town	O	O	_	_	Q1335126	_
190	門	I-loc.adm.town	O	O	_	_	_	_
191	，	O	O	O	_	_	_	_
192	屯	B-loc.adm.town	O	O	_	_	Q1197911	331198
193	溪	I-loc.adm.town	O	O	_	_	_	_
194	等	O	O	O	_	_	_	_
195	地	O	O	O	_	_	_	_
196	產	O	O	O	_	_	_	_
197	量	O	O	O	_	_	_	_
198	。	O	O	O	_	_	_	_
199	桐	O	O	O	_	_	_	_
200	油	O	O	O	_	_	_	_
201	去	B-time.rel.year	O	O	_	_	_	_
202	年	I-time.rel.year	O	O	_	_	_	_
203	出	O	O	O	_	_	_	_
205	口	O	O	O	_	_	_	_
206	共	O	O	O	_	_	_	_
207	三	O	O	O	_	_	_	_
208	萬	O	O	O	_	_	_	_
209	七	O	O	O	_	_	_	_
210	千	O	O	O	_	_	_	_
211	噸	O	O	O	_	_	_	_
212	，	O	O	O	_	_	_	_
213	今	B-time.rel.year	O	O	_	_	_	_
214	年	I-time.rel.year	O	O	_	_	_	_
215	可	O	O	O	_	_	_	_
216	達	O	O	O	_	_	_	_
217	五	O	O	O	_	_	_	_
218	萬	O	O	O	_	_	_	_
219	能	O	O	O	_	_	_	_
220	噸	O	O	O	_	_	_	_
221	左	O	O	O	_	_	_	_
222	右	O	O	O	_	_	_	_
223	。	O	O	O	_	_	_	_
224	其	O	O	O	_	_	_	_
225	他	O	O	O	_	_	_	_
226	羊	O	O	O	_	_	_	_
227	毛	O	O	O	_	_	_	_
228	糖	O	O	O	_	_	_	_
229	等	O	O	O	_	_	_	_
230	，	O	O	O	_	_	_	_
231	均	O	O	O	_	_	_	_
232	將	O	O	O	_	_	_	_
233	設	O	O	O	_	_	_	_
234	法	O	O	O	_	_	_	_
235	改	O	O	O	_	_	_	_
236	良	O	O	O	_	_	_	_
237	，	O	O	O	_	_	_	_
238	使	O	O	O	_	_	_	_
239	之	O	O	O	_	_	_	_
240	增	O	O	O	_	_	_	_
241	加	O	O	O	_	_	_	_
242	生	O	O	O	_	_	_	_
243	產	O	O	O	_	_	_	_
244	。	O	O	O	_	_	_	_
246	繼	O	O	O	_	_	_	_
247	由	O	O	O	_	_	_	_
248	王	B-pers.ind	B-comp.name	O	_	_	Q759889	339
249	雲	I-pers.ind	I-comp.name	O	_	_	_	_
250	五	I-pers.ind	I-comp.name	O	_	_	_	_
251	說	O	O	O	_	_	_	_
252	明	O	O	O	_	_	_	_
253	最	O	O	O	_	_	_	_
254	近	O	O	O	_	_	_	_
255	物	O	O	O	_	_	_	_
256	價	O	O	O	_	_	_	_
257	高	O	O	O	_	_	_	_
258	漲	O	O	O	_	_	_	_
259	原	O	O	O	_	_	_	_
260	因	O	O	O	_	_	_	_
261	，	O	O	O	_	_	_	_
262	略	O	O	O	_	_	_	_
263	稱	O	O	O	_	_	_	_
264	：	O	O	O	_	_	_	_
265	物	O	O	O	_	_	_	_
266	價	O	O	O	_	_	_	_
267	上	O	O	O	_	_	_	_
268	漲	O	O	O	_	_	_	_
269	主	O	O	O	_	_	_	_
270	因	O	O	O	_	_	_	_
271	，	O	O	O	_	_	_	_
272	由	O	O	O	_	_	_	_
273	於	O	O	O	_	_	_	_
274	游	O	O	O	_	_	_	_
275	資	O	O	O	_	_	_	_
276	過	O	O	O	_	_	_	_
277	多	O	O	O	_	_	_	_
278	，	O	O	O	_	_	_	_
279	滬	B-loc.adm.town	O	O	_	_	Q8686	191730
280	為	O	O	O	_	_	_	_
281	工	O	O	O	_	_	_	_
282	商	O	O	O	_	_	_	_
283	集	O	O	O	_	_	_	_
284	中	O	O	O	_	_	_	_
285	地	O	O	O	_	_	_	_
287	，	O	O	O	_	_	_	_
288	各	O	O	O	_	_	_	_
289	地	O	O	O	_	_	_	_
290	資	O	O	O	_	_	_	_
291	本	O	O	O	_	_	_	_
292	亦	O	O	O	_	_	_	_
293	均	O	O	O	_	_	_	_
294	集	O	O	O	_	_	_	_
295	中	O	O	O	_	_	_	_
296	，	O	O	O	_	_	_	_
297	因	O	O	O	_	_	_	_
298	時	O	O	O	_	_	_	_
299	局	O	O	O	_	_	_	_
300	不	O	O	O	_	_	_	_
301	定	O	O	O	_	_	_	_
302	，	O	O	O	_	_	_	_
303	人	O	O	O	_	_	_	_
304	多	O	O	O	_	_	_	_
305	不	O	O	O	_	_	_	_
306	敢	O	O	O	_	_	_	_
307	投	O	O	O	_	_	_	_
308	資	O	O	O	_	_	_	_
309	於	O	O	O	_	_	_	_
310	固	O	O	O	_	_	_	_
311	定	O	O	O	_	_	_	_
312	事	O	O	O	_	_	_	_
313	業	O	O	O	_	_	_	_
314	，	O	O	O	_	_	_	_
315	於	O	O	O	_	_	_	_
316	是	O	O	O	_	_	_	_
317	資	O	O	O	_	_	_	_
318	本	O	O	O	_	_	_	_
319	變	O	O	O	_	_	_	_
320	成	O	O	O	_	_	_	_
321	游	O	O	O	_	_	_	_
322	資	O	O	O	_	_	_	_
323	，	O	O	O	_	_	_	_
324	加	O	O	O	_	_	_	_
325	以	O	O	O	_	_	_	_
326	：	O	O	O	_	_	_	_
328	（	O	O	O	_	_	_	_
329	一	O	O	O	_	_	_	_
330	）	O	O	O	_	_	_	_
331	大	O	O	O	_	_	_	_
332	票	O	O	O	_	_	_	_
333	發	O	O	O	_	_	_	_
334	行	O	O	O	_	_	_	_
335	。	O	O	O	_	_	_	_
336	（	O	O	O	_	_	_	_
337	二	O	O	O	_	_	_	_
338	）	O	O	O	_	_	_	_
339	有	O	O	O	_	_	_	_
340	限	O	O	O	_	_	_	_
341	外	O	O	O	_	_	_	_
342	匯	O	O	O	_	_	_	_
343	，	O	O	O	_	_	_	_
344	無	O	O	O	_	_	_	_
345	限	O	O	O	_	_	_	_
346	供	O	O	O	_	_	_	_
347	給	O	O	O	_	_	_	_
348	。	O	O	O	_	_	_	_
349	（	O	O	O	_	_	_	_
350	三	O	O	O	_	_	_	_
351	）	O	O	O	_	_	_	_
352	出	O	O	O	_	_	_	_
353	口	O	O	O	_	_	_	_
354	貨	O	O	O	_	_	_	_
355	物	O	O	O	_	_	_	_
356	採	O	O	O	_	_	_	_
357	貼	O	O	O	_	_	_	_
358	補	O	O	O	_	_	_	_
359	辦	O	O	O	_	_	_	_
360	法	O	O	O	_	_	_	_
361	，	O	O	O	_	_	_	_
362	商	O	O	O	_	_	_	_
363	人	O	O	O	_	_	_	_
364	搶	O	O	O	_	_	_	_
365	購	O	O	O	_	_	_	_
366	黃	O	O	O	_	_	_	_
367	金	O	O	O	_	_	_	_
369	美	B-loc.adm.nat	O	O	_	_	Q30	_
370	鈔	O	O	O	_	_	_	_
371	，	O	O	O	_	_	_	_
372	因	O	O	O	_	_	_	_
373	此	O	O	O	_	_	_	_
374	外	O	O	O	_	_	_	_
375	貨	O	O	O	_	_	_	_
376	高	O	O	O	_	_	_	_
377	漲	O	O	O	_	_	_	_
378	，	O	O	O	_	_	_	_
379	國	O	O	O	_	_	_	_
380	貨	O	O	O	_	_	_	_
381	追	O	O	O	_	_	_	_
382	踪	O	O	O	_	_	_	_
383	而	O	O	O	_	_	_	_
384	上	O	O	O	_	_	_	_
385	，	O	O	O	_	_	_	_
386	政	O	O	O	_	_	_	_
387	府	O	O	O	_	_	_	_
388	雖	O	O	O	_	_	_	_
389	採	O	O	O	_	_	_	_
390	拋	O	O	O	_	_	_	_
391	售	O	O	O	_	_	_	_
392	金	O	O	O	_	_	_	_
393	糧	O	O	O	_	_	_	_
394	政	O	O	O	_	_	_	_
395	策	O	O	O	_	_	_	_
396	，	O	O	O	_	_	_	_
397	亦	O	O	O	_	_	_	_
398	未	O	O	O	_	_	_	_
399	生	O	O	O	_	_	_	_
400	大	O	O	O	_	_	_	_
401	效	O	O	O	_	_	_	_
402	，	O	O	O	_	_	_	_
403	本	O	O	O	_	_	_	_
404	人	O	O	O	_	_	_	_
405	主	O	O	O	_	_	_	_
406	張	O	O	O	_	_	_	_
407	：	O	O	O	_	_	_	_
408	（	O	O	O	_	_	_	_
410	一	O	O	O	_	_	_	_
411	）	O	O	O	_	_	_	_
412	採	O	O	O	_	_	_	_
413	有	O	O	O	_	_	_	_
414	效	O	O	O	_	_	_	_
415	辦	O	O	O	_	_	_	_
416	法	O	O	O	_	_	_	_
417	使	O	O	O	_	_	_	_
418	金	O	O	O	_	_	_	_
419	鈔	O	O	O	_	_	_	_
420	失	O	O	O	_	_	_	_
421	去	O	O	O	_	_	_	_
422	媒	O	O	O	_	_	_	_
423	介	O	O	O	_	_	_	_
424	作	O	O	O	_	_	_	_
425	用	O	O	O	_	_	_	_
426	。	O	O	O	_	_	_	_
427	（	O	O	O	_	_	_	_
428	二	O	O	O	_	_	_	_
429	）	O	O	O	_	_	_	_
430	嚴	O	O	O	_	_	_	_
431	格	O	O	O	_	_	_	_
432	管	O	O	O	_	_	_	_
433	制	O	O	O	_	_	_	_
434	物	O	O	O	_	_	_	_
435	價	O	O	O	_	_	_	_
436	，	O	O	O	_	_	_	_
437	恢	O	O	O	_	_	_	_
438	復	O	O	O	_	_	_	_
439	戰	O	O	O	_	_	_	_
440	時	O	O	O	_	_	_	_
441	管	O	O	O	_	_	_	_
442	制	O	O	O	_	_	_	_
443	制	O	O	O	_	_	_	_
444	度	O	O	O	_	_	_	_
445	。	O	O	O	_	_	_	_
446	（	O	O	O	_	_	_	_
447	三	O	O	O	_	_	_	_
448	）	O	O	O	_	_	_	_
449	安	O	O	O	_	_	_	_
451	定	O	O	O	_	_	_	_
452	工	O	O	O	_	_	_	_
453	商	O	O	O	_	_	_	_
454	業	O	O	O	_	_	_	_
455	。	O	O	O	_	_	_	_

# <zipfile.ZipFile filename='annotator/hipe-zh-grp2_project_2023-08-30_1353/curation/3-SPSP194703030612
0	查	O	O	O	_	_	_	_
1	我	O	O	O	_	_	_	_
2	國	O	O	O	_	_	_	_
3	鋼	O	O	O	_	_	_	_
4	鐵	O	O	O	_	_	_	_
5	產	O	O	O	_	_	_	_
6	量	O	O	O	_	_	_	_
7	，	O	O	O	_	_	_	_
8	素	O	O	O	_	_	_	_
9	以	O	O	O	_	_	_	_
10	東	B-loc.adm.reg	O	O	_	_	_	_
11	北	I-loc.adm.reg	O	O	_	_	_	_
12	為	O	O	O	_	_	_	_
13	富	O	O	O	_	_	_	_
14	，	O	O	O	_	_	_	_
15	東	B-loc.adm.reg	O	O	_	_	_	_
16	南	I-loc.adm.reg	O	O	_	_	_	_
17	地	O	O	O	_	_	_	_
18	區	O	O	O	_	_	_	_
19	所	O	O	O	_	_	_	_
20	需	O	O	O	_	_	_	_
21	鋼	O	O	O	_	_	_	_
22	鐵	O	O	O	_	_	_	_
23	原	O	O	O	_	_	_	_
24	料	O	O	O	_	_	_	_
25	，	O	O	O	_	_	_	_
26	大	O	O	O	_	_	_	_
27	都	O	O	O	_	_	_	_
28	仰	O	O	O	_	_	_	_
29	給	O	O	O	_	_	_	_
30	國	O	O	O	_	_	_	_
31	外	O	O	O	_	_	_	_
32	，	O	O	O	_	_	_	_
33	漏	O	O	O	_	_	_	_
35	殊	O	O	O	_	_	_	_
36	巨	O	O	O	_	_	_	_
37	，	O	O	O	_	_	_	_
38	而	O	O	O	_	_	_	_
39	上	B-loc.adm.town	O	O	_	_	Q8686	191730
40	海	I-loc.adm.town	O	O	_	_	_	_
41	為	O	O	O	_	_	_	_
42	全	O	O	O	_	_	_	_
43	國	O	O	O	_	_	_	_
44	工	O	O	O	_	_	_	_
45	業	O	O	O	_	_	_	_
46	中	O	O	O	_	_	_	_
47	心	O	O	O	_	_	_	_
48	，	O	O	O	_	_	_	_
49	所	O	O	O	_	_	_	_
50	需	O	O	O	_	_	_	_
51	鋼	O	O	O	_	_	_	_
52	鐵	O	O	O	_	_	_	_
53	原	O	O	O	_	_	_	_
54	料	O	O	O	_	_	_	_
55	允	O	O	O	_	_	_	_
56	多	O	O	O	_	_	_	_
57	，	O	O	O	_	_	_	_
58	故	O	O	O	_	_	_	_
59	建	O	O	O	_	_	_	_
60	設	O	O	O	_	_	_	_
61	東	O	O	O	_	_	_	_
62	南	O	O	O	_	_	_	_
63	工	O	O	O	_	_	_	_
64	業	O	O	O	_	_	_	_
65	區	O	O	O	_	_	_	_
66	重	O	O	O	_	_	_	_
67	工	O	O	O	_	_	_	_
68	業	O	O	O	_	_	_	_
69	之	O	O	O	_	_	_	_
70	基	O	O	O	_	_	_	_
71	礎	O	O	O	_	_	_	_
72	，	O	O	O	_	_	_	_
73	增	O	O	O	_	_	_	_
74	加	O	O	O	_	_	_	_
76	鋼	O	O	O	_	_	_	_
77	鐵	O	O	O	_	_	_	_
78	生	O	O	O	_	_	_	_
79	產	O	O	O	_	_	_	_
80	，	O	O	O	_	_	_	_
81	實	O	O	O	_	_	_	_
82	為	O	O	O	_	_	_	_
83	當	O	O	O	_	_	_	_
84	前	O	O	O	_	_	_	_
85	急	O	O	O	_	_	_	_
86	務	O	O	O	_	_	_	_
87	，	O	O	O	_	_	_	_
88	當	O	O	O	_	_	_	_
89	局	O	O	O	_	_	_	_
90	並	O	O	O	_	_	_	_
91	以	O	O	O	_	_	_	_
92	鋼	O	O	O	_	_	_	_
93	鐵	O	O	O	_	_	_	_
94	增	O	O	O	_	_	_	_
95	產	O	O	O	_	_	_	_
96	，	O	O	O	_	_	_	_
97	為	O	O	O	_	_	_	_
98	目	O	O	O	_	_	_	_
99	前	O	O	O	_	_	_	_
100	建	O	O	O	_	_	_	_
101	設	O	O	O	_	_	_	_
102	之	O	O	O	_	_	_	_
103	一	O	O	O	_	_	_	_
104	大	O	O	O	_	_	_	_
105	目	O	O	O	_	_	_	_
106	標	O	O	O	_	_	_	_
107	，	O	O	O	_	_	_	_
108	頃	O	O	O	_	_	_	_
109	經	O	O	O	_	_	_	_
110	金	O	O	O	_	_	_	_
111	融	O	O	O	_	_	_	_
112	界	O	O	O	_	_	_	_
113	領	O	O	O	_	_	_	_
114	袖	O	O	O	_	_	_	_
115	中	B-org.adm	O	O	_	[121]	_	_
